Program Code,Program,seq,PSLOID,Program Outcome
COMP_MWF,"Mathematics for Workforce Developmental Skills, Certificate of Competency",2,COMP_MWF_PSLO2,Solve percent application problems.
AST_MAT,"Mathematics, Associate in Science Degree for Transfer",1,AST_MAT_PSLO1,Select and apply correct quantitative methods to find the correct solution to a problem in familiar or unique situations or contexts.
AST_MAT,"Mathematics, Associate in Science Degree for Transfer",2,AST_MAT_PSLO2,"Accurately interpret and create mathematical models such as formulas, graphs, tables, and schematics; include predictions based on the model."
AST_MAT,"Mathematics, Associate in Science Degree for Transfer",3,AST_MAT_PSLO3,"Adequately explain thinking and mathematical processes, and justify mathematical solutions effectively and accurately."
AA_MAT,"Mathematics, Associate of Arts Degree",1,AA_MAT_PSLO1,Select and apply correct quantitative methods to find the correct solution to a problem in familiar or unique situations or contexts.
AA_MAT,"Mathematics, Associate of Arts Degree",2,AA_MAT_PSLO2,"Accurately interpret and create mathematical models such as formulas, graphs, tables, and schematics; include predictions based on the model."
AA_MAT,"Mathematics, Associate of Arts Degree",3,AA_MAT_PSLO3,"Adequately explain thinking and mathematical processes, and justify mathematical solutions effectively and accurately."
CAC_MAO,"Medical Administrative Office Technician, Certificate of Accomplishment",1,CAC_MAO_PSLO1,Use appropriate software to create documents and digital files for the workplace.
CAC_MAO,"Medical Administrative Office Technician, Certificate of Accomplishment",2,CAC_MAO_PSLO2,"Input, organize, retrieve, and manipulate data for the workplace."
CAC_MAO,"Medical Administrative Office Technician, Certificate of Accomplishment",3,CAC_MAO_PSLO3,Communicate effectively in the workplace.
CAC_MAO,"Medical Administrative Office Technician, Certificate of Accomplishment",4,CAC_MAO_PSLO4,"Apply Standard English principles when writing, editing, and speaking."
CAC_MAO,"Medical Administrative Office Technician, Certificate of Accomplishment",5,CAC_MAO_PSLO5,"Use medical terminology to create medical records and insurance claim forms, integrate appropriate terminology from patient files and physician notes, and analyze medical terminology to produce professional medical documents."
CAC_MCS,"Medical Coding Specialist, Certificate of Accomplishment",1,CAC_MCS_PSLO1,Use CPT codes to create complex medical insurance claim forms used in a medical facility.
CAC_MCS,"Medical Coding Specialist, Certificate of Accomplishment",2,CAC_MCS_PSLO2,"Analyze medical billing situations, integrate appropriate data from patient files and physician notes, complete professional accounts payable invoices, and submit the documents to the appropriate insurance provider(s)."
CAC_MCS,"Medical Coding Specialist, Certificate of Accomplishment",3,CAC_MCS_PSLO3,Pass a sample AHIMA certification exam with a score of 75% or better.
CAC_MCS,"Medical Coding Specialist, Certificate of Accomplishment",4,CAC_MCS_PSLO4,"Use medical terminology to create medical records and insurance claim forms, integrate appropriate terminology from patient files and physician notes, and analyze medical terminology to produce professional medical documents."
CC_MUB,"Music Basics, Certificate of Completion",1,CC_MUB_PSLO1,Demonstrate skills and experience required to take part in a variety of entry-level music industry jobs.
CC_MUB,"Music Basics, Certificate of Completion",2,CC_MUB_PSLO2,"Independently recall and perform best practices while participating in music industry-related activities independently or with faculty, managers, customers, fellow work staff, and students."
AST_NUD,"Nutrition and Dietetics, Associate in Science Degree for Transfer",1,AST_NUD_PSLO1,"Utilize up to date, evidence-based practices in the field of nutrition and dietetics."
AST_NUD,"Nutrition and Dietetics, Associate in Science Degree for Transfer",2,AST_NUD_PSLO2,"Communicate effectively orally and in writing in a health care or community nutrition environment whether working with children, families, and seniors."
AST_NUD,"Nutrition and Dietetics, Associate in Science Degree for Transfer",3,AST_NUD_PSLO3,Advocate within the community for continued support of health and nutrition.
COMP_OLB,"Online Learning Basics, Certificate of Competency",1,COMP_OLB_PSLO1,"Explain the basic framework of online learning and navigate and use the basic features of key technology tools for online learning, including the learning management platform and videoconferencing software."
COMP_OLB,"Online Learning Basics, Certificate of Competency",2,COMP_OLB_PSLO2,"Demonstrate at least one soft skill that supports successful online learning- understanding of academic expectations, online academic communication, basic information literacy, time management, or online study skills- within the context of the course structure."
COMP_OLB,"Online Learning Basics, Certificate of Competency",3,COMP_OLB_PSLO3,"Identify and connect with basic online resources outside of the classroom environment (e.g. Distance Learning Department, Canvas Support, etc.) as needed to continue to support their success after the conclusion of the program."
AA_PAR,"Paralegal Studies, Associate of Arts Degree",1,AA_PAR_PSLO1,Analyze and communicate conclusions both orally and in writing.
AA_PAR,"Paralegal Studies, Associate of Arts Degree",2,AA_PAR_PSLO2,Apply legal concepts to the clientsâ€™ problems.
AA_PAR,"Paralegal Studies, Associate of Arts Degree",3,AA_PAR_PSLO3,Apply legal ethics in the paralegal field.
CA_PAR,"Paralegal Studies, Certificate of Achievement",1,CA_PAR_PSLO1,Analyze and communicate conclusions both orally and in writing.
CA_PAR,"Paralegal Studies, Certificate of Achievement",2,CA_PAR_PSLO2,Apply legal concepts to the clientsâ€™ problems.
CA_PAR,"Paralegal Studies, Certificate of Achievement",3,CA_PAR_PSLO3,Apply legal ethics in the paralegal field.
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",1,AAT_PHI_PSLO1,"Describe and explain the basic philosophical problems of historic importance as well as traditional approaches, arguments, and objections to these issues."
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",2,AAT_PHI_PSLO2,Critical thinking and analytic skills to better evaluate and understand arguments across a wide range of topics and touching on numerous disciplines.
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",3,AAT_PHI_PSLO3,"Evaluate philosophical concepts as they pertain within and outside of the discipline and relate to various political, cultural and religious belief systems."
AST_PHY,"Physics, Associate in Science Degree for Transfer",1,AST_PHY_PSLO1,Identify and describe major concepts and theoretical principles as applied to physics.
AST_PHY,"Physics, Associate in Science Degree for Transfer",2,AST_PHY_PSLO2,Apply appropriate physical laws and mathematical techniques to analyze various physical situations.
AST_PHY,"Physics, Associate in Science Degree for Transfer",3,AST_PHY_PSLO3,Perform various scientific experiments and to analyze data to check agreement with theoretical predictions.
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",1,AAT_POL_PSLO1,"Demonstrate an understanding of individual and collective rights and responsibilities in the context of  local, regional, national and global communities and governments."
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",2,AAT_POL_PSLO2,"Utilize appropriate political science theory and knowledge to evaluate political and policy issues at the local, regional, national, and international level."
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",3,AAT_POL_PSLO3,Apply critical thinking and research skills to construct arguments and detect fallacies relating to key issues of public policy and politics.
CC_POR,"Porter, Certificate of Completion",1,CC_POR_PSLO1,Demonstrate skills and experience required to take part in basic groundskeeping and custodial activities in both residential and commercial settings.
CC_POR,"Porter, Certificate of Completion",2,CC_POR_PSLO2,"Independently recall and perform best practices in light maintenance/custodial duties while participating in work activities independently or with faculty, managers, customers, fellow work staff and students."
CA_PMS,"Pre-Medical Studies, Certificate of Achievement",1,CA_PMS_PSLO1,"Find, select, and evaluate scientific information present in primary research literature, mass media, online, or other sources."
CA_PMS,"Pre-Medical Studies, Certificate of Achievement",2,CA_PMS_PSLO2,Communicate biological concepts effectively in written and/or oral forms.
CA_PMS,"Pre-Medical Studies, Certificate of Achievement",3,CA_PMS_PSLO3,Communicate chemical concepts effectively in written and/or oral forms.
SC_PLE,"Preprofessional Laboratory Experience, Skill Certificate",1,SC_PLE_PSLO1,Demonstrate effective skills in the use of the compound microscope.
SC_PLE,"Preprofessional Laboratory Experience, Skill Certificate",2,SC_PLE_PSLO2,Demonstrate ability to work with multiple forms of laboratory equipment.
SC_PLE,"Preprofessional Laboratory Experience, Skill Certificate",3,SC_PLE_PSLO3,Demonstrate ability to perform specialized tests and/or dissections such as in microbiology and/or physiology and/or anatomy.
CAC_PTF,"Process Technician Fundamentals, Certificate of Accomplishment",1,CAC_PTF_PSLO1,Comply with environmental and safety regulations.
CAC_PTF,"Process Technician Fundamentals, Certificate of Accomplishment",2,CAC_PTF_PSLO2,Safely operate process equipment.
CAC_PTF,"Process Technician Fundamentals, Certificate of Accomplishment",3,CAC_PTF_PSLO3,Work as a team member.
AA_PRT,"Process Technology, Associate of Arts Degree",1,AA_PRT_PSLO1,Comply with environmental and safety regulations.
AA_PRT,"Process Technology, Associate of Arts Degree",2,AA_PRT_PSLO2,Safely operate process equipment.
AA_PRT,"Process Technology, Associate of Arts Degree",3,AA_PRT_PSLO3,Measure and control a process.
AA_PRT,"Process Technology, Associate of Arts Degree",4,AA_PRT_PSLO4,Work as a team member.
CA_PRT,"Process Technology, Certificate of Achievement",1,CA_PRT_PSLO1,Comply with environmental and safety regulations.
CA_PRT,"Process Technology, Certificate of Achievement",2,CA_PRT_PSLO2,Safely operate process equipment.
CA_PRT,"Process Technology, Certificate of Achievement",3,CA_PRT_PSLO3,Measure and control a process.
CA_PRT,"Process Technology, Certificate of Achievement",4,CA_PRT_PSLO4,Work as a team member.
CS_PME,"Project Management Essentials, Certificate of Specialization",1,CS_PME_PSLO1,"Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach."
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",1,AAT_PSY_PSLO1,Characterize the nature of psychology as a science.
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",2,AAT_PSY_PSLO2,"Apply the major theories, principles, and concepts of psychology to everyday life."
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",3,AAT_PSY_PSLO3,"Utilize investigative methods to collect, interpret, and present scientific data on psychological topics."
AA_PSY,"Psychology, Associate of Arts Degree",1,AA_PSY_PSLO1,Characterize the nature of psychology as a science.
AA_PSY,"Psychology, Associate of Arts Degree",2,AA_PSY_PSLO2,"Apply the major theories, principles, and concepts of psychology to everyday life."
AA_PSY,"Psychology, Associate of Arts Degree",3,AA_PSY_PSLO3,"Utilize investigative methods to collect, interpret, and present scientific data on psychological topics."
AST_PHS,"Public Health Science, Associate in Science Degree for Transfer",1,AST_PHS_PSLO1,"Assess the burden of disease on the health of populations, including the impact of environmental exposures."
AST_PHS,"Public Health Science, Associate in Science Degree for Transfer",2,AST_PHS_PSLO2,Develop and deliver health programs and interventions that are based on behavior frameworks and evaluate health programs and initiatives for effectiveness.
AST_PHS,"Public Health Science, Associate in Science Degree for Transfer",3,AST_PHS_PSLO3,Identify and access evidence-based information sources relevant to specific health issues.
CA_REB,"Real Estate Broker, Certificate of Achievement",1,CA_REB_PSLO1,Be prepared to take and pass the California Real Estate Sales and/or Broker License Exam.
CA_REB,"Real Estate Broker, Certificate of Achievement",2,CA_REB_PSLO2,"Guide and assist buyers or sellers with the purchase or sale process, including identifying and articulating issues, ensuring compliance with relevant laws, coordinating inspections and appraisals, negotiating sales price, and helping clients understand and select financing options."
CA_REB,"Real Estate Broker, Certificate of Achievement",3,CA_REB_PSLO3,"List, market, show, rent, lease and/or sell a property, with appropriate estate forms, including listing agreements, purchase contracts, and cost sheets."
CS_REL,"Real Estate Lending and Mortgage Brokering, Certificate of Specialization",1,CS_REL_PSLO1,Be prepared to take and pass the California Real Estate Sales and/or Broker License Exam.
CS_REL,"Real Estate Lending and Mortgage Brokering, Certificate of Specialization",2,CS_REL_PSLO2,"Select and complete appropriate real estate forms, including listing agreements, purchase contracts, and cost sheets."
CS_REL,"Real Estate Lending and Mortgage Brokering, Certificate of Specialization",3,CS_REL_PSLO3,"Guide and assist buyers or sellers with the purchase or sale process, including identifying and articulating issues, ensuring compliance with relevant laws, coordinating inspections and appraisals, negotiating sales price, and helping clients understand and select financing options."
CS_REL,"Real Estate Lending and Mortgage Brokering, Certificate of Specialization",4,CS_REL_PSLO4,"Be prepared to list, market, show, rent, lease and/or sell a property."
CS_RES,"Real Estate Property Salesperson, Certificate of Specialization",1,CS_RES_PSLO1,Be prepared to take and pass the California Real Estate Sales and/or Broker License Exam.
CS_RES,"Real Estate Property Salesperson, Certificate of Specialization",2,CS_RES_PSLO2,"Select and complete appropriate real estate forms, including listing agreements, purchase contracts, and cost sheets."
CS_RES,"Real Estate Property Salesperson, Certificate of Specialization",3,CS_RES_PSLO3,"Guide and assist buyers or sellers with the purchase or sale process, including identifying and articulating issues, ensuring compliance with relevant laws, coordinating inspections and appraisals, negotiating sales price, and helping clients understand and select financing options."
CS_RES,"Real Estate Property Salesperson, Certificate of Specialization",4,CS_RES_PSLO4,"Be prepared to list, market, show, rent, lease and/or sell a property."
CA_RES2,"Real Estate Studies, Certificate of Achievement",1,CA_RES2_PSLO1,Be prepared to take and pass the California Real Estate Sales and/or Broker License Exam.
CA_RES2,"Real Estate Studies, Certificate of Achievement",2,CA_RES2_PSLO2,"Guide and assist buyers or sellers with the purchase or sale process, including identifying and articulating issues, ensuring compliance with relevant laws, coordinating inspections and appraisals, negotiating sales price, and helping clients understand and select financing options."
CA_RES2,"Real Estate Studies, Certificate of Achievement",3,CA_RES2_PSLO3,"Be prepared to list, market, show, rent, lease and/or sell a property."
AA_SCM,"Science and Math, Associate of Arts Degree",1,AA_SCM_PSLO1,Design and apply the process of science to address a hypothesis.
AA_SCM,"Science and Math, Associate of Arts Degree",2,AA_SCM_PSLO2,"Find, select, evaluate, and communicate scientific information present in primary research literature, mass media, online, or other sources."
AA_SCM,"Science and Math, Associate of Arts Degree",3,AA_SCM_PSLO3,"Adequately explain thinking and mathematical processes, and justify mathematical solutions effectively and accurately."
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",1,AA_SBS_PSLO1,"Utilize methods and theories from the social and behavioral sciences to collect, interpret, and apply quantitative and/or qualitative evidence to understand the human experience on an individual and/or societal level."
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",2,AA_SBS_PSLO2,"Employ methods and theories from different disciplines to analyze social and behavioral problems, policies related to these problems, and how they both change over time."
AAT_SWH,"Social Work and Human Services, Associate in Arts Degree for Transfer",1,AAT_SWH_PSLO1,"Discuss the values, ethical standards and principles of social work and human services to describe how they may guide fieldwork experience and future employment."
AAT_SWH,"Social Work and Human Services, Associate in Arts Degree for Transfer",2,AAT_SWH_PSLO2,"Analyze, formulate, and influence social policies within the fields of social work and human services."
AAT_SWH,"Social Work and Human Services, Associate in Arts Degree for Transfer",3,AAT_SWH_PSLO3,Employ ethical principles of the field of social work and human services to guide fieldwork experience and future professional practice.
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",1,AAT_SOC_PSLO1,Demonstrate critical thinking and the use of sociological theory in analyzing social reality.
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",2,AAT_SOC_PSLO2,Develop an understanding of the sociological perspectives and apply the logic to the analysis of issues.
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",3,AAT_SOC_PSLO3,Articulate the process of social change and diversity in the U.S. and in the international context.
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",4,AAT_SOC_PSLO4,Distinguish between personal opinion and evidence gathered using the scientific process.
AA_SOC,"Sociology, Associate of Arts Degree",1,AA_SOC_PSLO1,Demonstrate critical thinking and the use of sociological theory in analyzing social reality.
AA_SOC,"Sociology, Associate of Arts Degree",2,AA_SOC_PSLO2,Develop an understanding of the sociological perspectives and apply the logic to the analysis of issues.
AA_SOC,"Sociology, Associate of Arts Degree",3,AA_SOC_PSLO3,Articulate the process of social change and diversity in the U.S. and in the international context.
AA_SOC,"Sociology, Associate of Arts Degree",4,AA_SOC_PSLO4,Distinguish between personal opinion and evidence gathered using the scientific process.
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",1,AAT_SPA_PSLO1,"Communicate in Spanish in a variety of real-world settings demonstrating the ability to read, write, speak, and listen with intermediate level fluency."
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",2,AAT_SPA_PSLO2,Demonstrate appreciation for cultural and global diversity in Spanish-speaking countries.
AA_SPA,"Spanish, Associate of Arts Degree",1,AA_SPA_PSLO1,Demonstrate appropriate level written and spoken fluency in the language.
AA_SPA,"Spanish, Associate of Arts Degree",2,AA_SPA_PSLO2,Demonstrate understanding and respect for the cultural and global diversity in the Spanish-speaking countries.
AAT_STA,"Studio Arts, Associate in Arts Degree for Transfer",1,AAT_STA_PSLO1,"Display competence in the use of tools, materials and concepts by completing a portfolio of original art and design projects."
AAT_STA,"Studio Arts, Associate in Arts Degree for Transfer",2,AAT_STA_PSLO2,Demonstrate ability to evaluate works of art and design through critical discussion and written assignments. 
AAT_STA,"Studio Arts, Associate in Arts Degree for Transfer",3,AAT_STA_PSLO3,Demonstrate an understanding of the contribution of art and design to human experience.
COMP_SOL,"Successful Online Learning, Certificate of Competency",1,COMP_SOL_PSLO1,"Explain the basic framework of online learning and navigate and use the basic features of key technology tools for online learning, including the learning management platform and videoconferencing software."
COMP_SOL,"Successful Online Learning, Certificate of Competency",2,COMP_SOL_PSLO2,"Demonstrate soft skills that support successful online learning- understanding of academic expectations, online academic communication, basic information literacy, time management, and online study skills- within the context of the course structure."
COMP_SOL,"Successful Online Learning, Certificate of Competency",3,COMP_SOL_PSLO3,"Identify and connect with comprehensive online resources outside of the classroom environment (e.g. Distance Learning Department, Canvas Support, etc.) as needed to continue to support their success after the conclusion of the program."
COMP_SIN,"Supplemental Instruction, Certificate of Competency",1,COMP_SIN_PSLO1,Identify strategies to increase course success and reduce anxiety in class.
AS_SCM,"Supply Chain Management, Associate of Science Degree",1,AS_SCM_PSLO1,"Develop and exhibit high standards of professional practice, demonstrating awareness of ethical and social responsibilities in todayâ€™s multicultural, team-oriented, rapidly-changing global environment."
AS_SCM,"Supply Chain Management, Associate of Science Degree",2,AS_SCM_PSLO2,"Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach."
AS_SCM,"Supply Chain Management, Associate of Science Degree",3,AS_SCM_PSLO3,Effectively communicate solutions to business problems using appropriate business terms and strategies.
AS_SCM,"Supply Chain Management, Associate of Science Degree",4,AS_SCM_PSLO4,Formulate strategies that embrace diversity within organizations and create inclusive organizational cultures.
CA_SCM,"Supply Chain Management, Certificate of Achievement",1,CA_SCM_PSLO1,"Analyze and recommend effective business decisions/solutions using a systematic, evaluative, and data-driven approach."
CA_SCM,"Supply Chain Management, Certificate of Achievement",2,CA_SCM_PSLO2,Effectively communicate solutions to business problems using appropriate business terms and strategies.
CA_WEL,"Wellness Coaching, Certificate of Achievement",1,CA_WEL_PSLO1,Assess client wellness within accepted professional standards and within the scope of practice.
CA_WEL,"Wellness Coaching, Certificate of Achievement",2,CA_WEL_PSLO2,"Implement comprehensive behavior change programs including the cognitive-, effective-, and psychomotor-learning domains."
CA_WEL,"Wellness Coaching, Certificate of Achievement",3,CA_WEL_PSLO3,"Comply with professional standards, ethics, and applicable laws and regulations regarding the practice of Wellness Coaching."
